0.02,-1155.541
0.04,-916.6281
0.06,-765.7408
0.08,-653.3694
0.09999999,-563.0367
0.12,-487.1058
0.14,-421.3775
0.16,-363.2833
0.18,-311.1311
0.2,-263.7452
0.22,-220.2731
0.24,-180.0765
0.26,-142.6643
0.28,-107.6502
0.3,-74.72467
0.32,-43.63564
0.34,-14.17506
